Review,Rating,gensim,kmeans_tfidf
"(translated by google) a passionate and respectful team ... as small as it is! my rats have received, and will continue to receive excellent care at this location. a big thank you to dr henry-guyot and dr brieger.

(original)
une équipe …",5,4.616686310651223,5
quickly looked at our pet ferret. very kind and gentle with our baby. very detailed in all they proposed as care.,5,4.512171421184311,5
"(translated by google) the best place for your exotic animals !! :)

(original)
la meilleure place pour vos animaux exotiques!! :)",5,4.612079305312009,5
"(translated by google) a big thank you to the whole team. it is always reassuring to be supported by a team of professionals who are courteous and attentive to our questions. once again thank you

(original)
un gros merci a toute l’équipe., …",5,4.580142916888044,5
the best vet i have ever been to! my bunny has gone in for routine check-ups and to check out the boarding facility. both were great experiences all around. they are organized and caring. they are also fair in their prices. high quality …,5,4.3392979140581005,5
"great place! fast service, everyone is compassionate and understanding to every individual client and their needs, i will definitely keep coming back.",5,4.486618554618779,5
so amazing before i could get to the vet they helped me with every question i had to keep her from getting worse. they helped me learn how to give my snake needles to get her better. it's been less then a week and she's already getting better and pricing is reasonable.,5,4.159420338239994,5
great care!,5,4.813340057568344,5
"(translated by google) the whole team has animal health at heart. the service is truly professional. nothing is left to chance when taking care of our animal. go with confidence!

(original)
toute l'équipe a à coeur la santé des animaux. …",5,4.64369417189418,5
"so grateful with all the stuff and the doctors.  lolita was your patient for 9 years, excellent service...  thank you, thank you, thank you.",5,4.544698401048822,5
"(translated by google) excellent service. the doctors and the receptionists are really nice. their priority is animal welfare and it shows. do not hesitate to make an appointment.

(original)
excellent service. les docteurs et les …",5,4.672454663401574,5
always professional,5,4.6666528781048715,5
"(translated by google) i love.

(original)
j'adore.",5,4.427181658221355,5
these people are honest and helpful and knowledgeable and they truly care. strongly recommend.,5,4.566426093383153,5
"(translated by google) they took good care of my little azure who had an infection. do not push the tests at exorbitant prices as long as it is not necessary ... very appreciated !!

(original)
ils ont bien pris soin de ma petite azure qui …",5,4.446643735395354,5
great service and honest,5,4.867431918605051,5
"they were very thorough and patient, answering all our questions. would 100% recommend.",5,4.238909776447042,5
"(translated by google) the veterinarian was really attentive, took the time, respectful and gentle towards the animal. for us it was a difficult moment because our little rabbit was too sick and aged now we have received support. thank you …",5,4.452221788052122,5
"(translated by google) excellent service, real experts!

(original)
excellent service, de vrais experts!",5,4.7956814722987335,5
"they are very considerate. we went there a couple of times, two of which were to put down our very old and very sick rats. they were very supportive and understanding of our situation, and made our grief a little brighter with an appreciated and thoughtful letter.

<3 alphonse <3 edward",5,4.432409029058396,5
very professional and knowledgeable about rabbits,5,4.5926058475906215,5
"if the veterinarian suggests to hospitalize your pet, please ask if staff is provided during closed hours. better yet, go take a peak during closed hours and try to see if any staff is present. one would think that a healthcare professional …",1,4.173676474662477,5
dr. trudeau is super professionnal and cares for animals.,5,4.49197499721143,5
"(translated by google) first time i went there, welcome. i met dr. trudeau who took care of my chinchillas, she is so sweet and kind. she knew how to master my more fearful than the one who moves the most. she is very professional i …",5,4.420779879364354,5
the only place that will accept rabbits for check ups that i know of,5,4.057912294522032,5
"i brought my pet snake a while ago for an annual check up after moving to this new part of montreal and i am so happy to have found this place. everyone was polite and ready to help, and you can get an appointment pretty fast! i was really …",5,4.28205507738318,5
"amazing staff, fantastic care.",5,4.853040829282477,5
great with animals,5,4.544414571339082,5
amazing and super knowledgeable staff! they saved my bunny when she went into gi statis. they’re so kind and are also always available by telephone and email when i have concerns about my bunny. highly recommend this vet!,5,4.3972925177220805,5
"(translated by google) if you really like your pet, avoid this place. we brought our peruche to cut the nails. after their interventions, a nail started to bleed and the bleeding was stopped with a lot of difficulty. to be honest, we must …",1,4.190983509502474,5
"very caring staff, i highly recommend dr. trudeau and her team. they were very professional and took the time to explain what went wrong. our bunny had to get rid of a huge bladder stone and they got the job done, even showed us a video of the surgery!",5,4.300883639395745,5
"very friendly & knowledgeable staff, this clinic worked hard to accommodate my pet and me.",5,4.684075719572794,5
excellent place with very high qualified personnel @) !,5,4.683226828235934,5
exceptionally friendly and caring staff. best vet experience ever.,5,4.996694460735412,5
comprehensive veterinary care for exotic birds of all sizes,4,4.324034054854001,5
"there are some very good things and some very bad things about this hospital.

first, the good: the team is clearly very competent, and you can tell that everyone really cares about the animals. they're flexible (open hours stretch past …",4,4.403826966632726,5
"(translated by google) the best doctors for small animals in montreal after two years never disappointed my babies have always had good care.
great technician who shows how to administer drugs if needed.
appointment to day.
staff who know …",5,4.324683164601923,5
"(translated by google) my bird dies coming out of this hospital yet i have to pay over 400 dollards

(original)
mon  oiseau meurt  en sortant de cet hopital pourtant je dois payer plus de 400 dollards",1,4.30305038322421,5
thank you for all the care and support when we had to put our hedgehog down.,5,4.226942267635741,5
"(translated by google) excellent service.

(original)
excellent service.",5,4.810639716055797,5
"great place to bring your pets. front staff and medical staff are all professional, tentative and polite. they know their stuff.

special thanks to doctor henry for her support.

they have a fund where people can donate, which goes towards …",5,4.440034723559195,5
"(translated by google) very professional, they know what they are doing. necessarily there is a price that goes with but for the very friendly welcome, and the smile of all the staff and especially for their expertise is worth it. at any …",5,4.440068625252991,5
i love this clinic! the customer service is amazing and the vets are so nice and really care about the animals. they’re honest and friendly. would give ten stars if i could,5,4.530671066780897,5
"(translated by google) very good experience during my appointment for my gecko. the veterinarian and veterinary technician were super sweet with him. 😁
i would stay there again without hesitation, if necessary. 😊😊

(original)
très bonne …",5,4.452403830148822,5
"(translated by google) very nice experience, following the emergency consultation in laval, you have detected the real problem for my bird! the costs are reasonable and take the time to see your pet and ask questions!

i thank dr.henry! …",5,4.414438605487514,5
"(translated by google) wow unparalleled service. full of wonderful advice for the health of my guinea pig. very competent veterinarian. several follow-ups afterwards to make sure that the health is good.

(original)
wow un service hors …",5,4.629784588366174,5
best place :),5,4.487430415678786,5
i've never had someone so helpful before. i called with questions and they were thoroughly answered!,5,4.15425793779401,5
"(translated by google) i really like this clinic. i go there for a few years for my different exotic animals. they are super attentive, no matter which vet you fall on. i highly recommend!

(original)
j’aime beaucoup cette clinique. j’y …",5,4.419104217939799,5
i was very well taken care of! everything was incredibly clean and the staff was very warm and welcoming!,5,4.589265944192974,5
i spent 400 for them to tell me they found nothing and to misdiagnose my rabbit. i'm glad i got a second opinion,1,4.1095221563315665,5
"(translated by google) the girl at the reception was very kind, she treats mice like pets just like a cat or a dog ❤🐭

(original)
la fille à l'accueil était très gentille, elle traite vraiment les souris comme des animaux de compagnie au même titre qu'un chat ou un chien ❤🐭",5,4.644153462135976,5
"(translated by google) best place for your birds. we know in advance that they will be super well treated, and all the staff are really friendly. the young receptionist, sorry, i do not know her name, is super cool, and always has a huge …",5,4.476730522156984,5
(translated by google) very good service and reasonable price. they are very attentive and they took great care to explain in a vocabulary that everyone can understand how to take care of my little conure so that it is at the top of its …,5,4.427613299904898,5
took my conure here for a check up. staff was extremely nice. the vet who checked her out was really knowledgeable and handled my bird very carefully!,5,4.393461500601963,5
"lovely, supportive, and caring staff, providing excellent care.",5,5.040692172954277,5
i had somewhat of a bird emergency today and called them to ask if i should bring my green cheek conure in. they were able to take care of my bird between 2 appointments within an hour of my call. she ate something she shouldn't have so …,4,4.182928852242057,5
great service and atmosphere,5,4.759851142421054,5
amazing service and competent vets. best herp and bird specialty clinique you'll find. the staff is very caring and go out of their way to help with anything. there are no stupid questions to them.,5,4.493113442580739,5
"(translated by google) our uromastyx geyri died prematurely due to the overactive care that i had specified to take the time to put it well before causing spawning.
i wanted to recover the eggs.
i was told that the eggs were probably dead …",1,3.9751107137486152,5
"(translated by google) always excellent service, attentive vet. the technicians are patient and showed me how to administer the medicine to my turtle.

(original)
toujours un excellent service, vétérinaire attentionné. les techniciennes sont patientes et m'on montré comment administrer les médicaments à ma tortue.",5,4.783209235613132,5
"(translated by google) impeccable service very humane and honest

(original)
service impeccable très humain et honnête",4,5.016673451646474,5
"(translated by google) impeccable service i love going there😍 11/10

(original)
service impeccable j'adore y aller😍 11/10",5,4.461689619837921,5
"i went with my ferret there to get her checked for a bump on her head. it cost me 350$ in tests, to get told that the vet had no idea what was happening, and i then got lead on to believe that we might have to put her down if the bump they …",1,3.996394342119644,5
great hospital for tropical birds and others pets very hospitable good doctor very gentle. thank you very much.,5,4.674170408842116,5
the staff is always friendly! we leave our pet bird there every time we travel and they take great care of her. it can be a bit pricey to get different services but totally worth the peace of mind of having a healthy pet !,5,4.403934915000322,5
"(translated by google) overload and double load on all, i was in charge of a fast, fast, double, and for a surgery, when they sterilize it and use it again, a scam

we charge you everything and sometimes double, i was charged a necklace. i …",2,4.111997207190714,5
"if you have an exotic bird or a rodent this is the best veterinary in mtl that you can take them to. the staff is extremely polite and professional, willing to accomodate appointment very late in the evening sometimes even after their …",5,4.2919155711449415,5
"hey,
i couldn't find the fb page, so i came here to write a nice review for the team here. thank you for the heart warming letter it was really kind of everybody there to do so. i've not  seen this kind of generosity many times in my life, …",5,4.330113320540802,5
"(translated by google) a very professional veterinarian. the staff is really friendly. the cost reflects the service offered.

(original)
une vétérinaire très professionnelle. le staff est vraiment amical. le coût reflet le service offert.",5,4.861006835945095,5
i wouldn't want to trust my bird to anyone else in montreal. wonderful staff and very knowledgeable.,5,4.446905514335536,5
caring doctors for your ailing bird in a warm atmosphere... plus they can  birdsit your pet when you leave for vacation,5,4.299756382140326,5
"i’ve been going here for a few years now for my bunny. the staff has always been kind, and i’m especially pleased with dr. brieger. he clearly cares a great deal about his furry patients, and is excellent at explaining things as he goes …",5,4.467080221183872,5
"(translated by google) this place is the best for exotic animals. we were impressed with the professionalism of the personelle. we recommend this vet !!!

(original)
cette endroie est le meilleur pour les animaux exotique. nous avons été impressionner du professionnalisme du personelle. nous recommandons ce vétérinaire!!!",5,4.828796709079672,5
staff is very welcoming and the vets are knowledgeable. i highly recommend dr. brieger if you have rodents.,5,4.548818725193909,5
friendly staff who love animals and passion to take care of you pets. good place to go if you got ferret.,5,4.404761132316188,5
a few years ago they killed my pet by giving them too strong anesthesia and sedation.  they didnt even give me a discount so it cost me a thousand dollars to lose my friend. i didnt write a review back then but now a few weeks ago i heard …,1,4.077306485915519,5
the best!!!,5,4.491102450810171,5
"the experts for mice, rats, guinea pigs, birds, bunnies etc. they really care for your pets when you go on vacation and you need a place for them to stay. it's also a clinic where they do all the surgeries. when our bunnies died, they sent us a condolence card...will recommend them highly!",5,4.144173041624119,5
excellent attention,4,4.7478905880660065,5
"(translated by google) the workers are really conscientious of the well-being of our animals and it shows. i have rarely been able to cross paths with the same vet for my animal follow-ups (every time i had a case or an exam, it was someone …",4,4.301803586772742,5
"(translated by google) very good service! extraordinary team!

(original)
très bon service ! équipe extraordinaires!",5,5.019848645398319,5
"(translated by google) competent and empathetic staff, bilingual. the place is very clean.

(original)
personnel compétent et empathique, bilingue. l'endroit est très propre.",5,4.943563497238966,5
they really care about every animal that comes through their doors,5,4.203744057805282,5
"(translated by google) great !!! the person who took care of my bunny was very nice to me and my little pépita. she answered all of our questions and took all of her time. great clinic !!!!

(original)
super !!! la personne qui s' est …",5,4.583122082377215,5
good vets ask god sophie or magalie,4,4.260286606545478,5
they took such good care of my bunny. they did a very good job with him.,5,4.404313383209744,5
super knowledgeable and thorough vets here.,5,4.56957266336368,5
"they've taken excellent care of my box turtle every time i've visited. they take the time to listen, analyze and explain everything. having exotic pets is not cheap and this place is no exception but they are not pushy for expensive tests.",5,4.277089892264341,5
"(translated by google) excellent service with dr brieger, dre henri-guyot, etc.

(original)
excellent  service avec dr brieger, dre henri-guyot, etc",4,4.701178264502877,5
if you have a bird this place is for you. excellent doctors and friendly stuff that really love animals.,5,4.439318203635427,5
"i would suggest that you don't go there if you have an emergency and that your bird is badly hurt. okay for routine appointments staff is really kind. however, the vet didn't take the right precautions for my injured bird who's beak was …",2,4.19281396385611,5
"(translated by google) i went with my leo rabbit who stopped eating and drinking water and then the other day he is fine now everything is ok ... thank you very much !! 😊

(original)
je suis allée avec mon lapin leo qui a arrêté de manger …",5,4.514366342631941,5
"friendly staff that really loves the animals they treat. if you are looking for a place to take your parrot, look no further.",5,4.30423811616355,5
brought my 2 lovebirds for a general check up and wings trimming. they were checked by dr. trudeau who handled them with so much care and professionalism. it’s great to see a vet who is really passionate about animals!,5,4.371418933574406,5
"(translated by google) bad experience. rabbit brought after for tooth treatment, the veterinarian deems it unnecessary. a few weeks later, the rabbit has an abscess in the tongue due to the teeth. the veterinarian offers treatment for …",1,4.1574923522141845,5
excellent care for your small friends!,5,4.72475155693645,5
"been going there for many years with our rabbit, always good service",5,4.460355639960391,5
i have been coming here since the middle 80's...when the office was located upstairs...with all of my pet rats. but yesterday i came with  the first hamster that i have ever owned.  i found the staff to be warm and knowledgeable. the price …,5,4.234823795244384,5
"(translated by google) dr henry is great

(original)
dr henry est formidable",5,4.608163038829231,5
"amazing experience with all the staff! very knowledgable, warm and welcoming and took great care of my bunny. very happy i found a place that i know will take great care of us.",5,4.601186071796443,5
"the staff and vets here have been like family to me for a long time and i have nothing but good to say about them. i am eternally grateful.

they took care of my parrot for many, many years right until the end of her life this past august. …",5,4.2864502762291,5
"(translated by google) exceptional service!

(original)
service exceptionnel!",5,4.531348154418711,5
"the first time i took my bird here, it was very busy and i did not feel like i received the best service. i don’t think it was the fault of the veterinarians, but it was disconcerting.

the hopital is under new ownership now and my …",5,4.327109197551841,5
"(translated by google) super good service. the staff are very courteous and they took good care of my parrot. they even took the time to suggest the right food for my bird. i am very satisfied.

(original)
super bon service. le personnel …",5,4.610023963589,5
very friendly and helpful,5,4.7797726049873335,5
they were always trying to get me to do a 350$ checkup just to see if stuff is wrong.. i fixed the problem in his gut with a home remedy of milk thistle! so inexpensive! today i called to buy flea stuff and they wanted to do another 100$ …,1,4.086042904011439,5
i will admit their prices are high but other than that i always have great service. one vet in particular was very honest about putting my rabbit down which means she really cared for the welfare of the animal rather than trying to make an …,4,4.30037232603482,5
"(translated by google) great service, the person is very pleasant they answered all questions.

(original)
super service, le personne est très agreable ils ont répondu à toutes questions.",5,4.782829649318248,5
"(translated by google) good service

(original)
bon service",4,4.682905929544411,5
"brought my rat here for an abcess, they did what they could for him though i have always had the feeling that they are not very flexible on their prices (i have also gotten quotes from them on the phone and instead of seeing what kind of …",3,4.161054506250072,5
"(translated by google) thank you to the whole team for your good care. 🐦💖

(original)
merci à toute l'équipe pour vos bons soins. 🐦💖",5,4.75595922115777,5
montreal birds and exotic is an okay clinic. i feel they're great when it comes to dealing with minor/benign issues.  anything above that is when my confidence in them wavers. (though i am guessing their expertise varies with the type of pets they deal with),3,4.278161165889357,5
"my rabbit had surgery there for a tumour that was in the subcutaneous fat, i was told she was in good shape after the surgery. she died a week later. although the staff seemed knowledgeable, i have no idea what happened during the surgery. …",1,4.097351696662111,5
"all the staff really know their stuff.  they are willing to do anything for animals, including knowing when to stop treatment.  but they do such an excellent job until the end, you feel secure knowing you did all you could.  when gaston had …",5,4.183417466954337,5
they are a very sincere and caring group of people!,5,4.519517676891534,5
they took care of my bunny sally so well every time i went there.,5,4.2608815086605345,5
doesnt have compation and doents even explain stuff ....,2,3.9066219999637406,5
"(translated by google) my bird has been well looked after at this place, loving and competent staff

(original)
mon oiseau à été bien soignée à cet endroit , personnel aimant et compétent",5,4.7955225863249495,5
great service! very helpful and loving doctors! affordable prices,5,4.748385794250284,5
"(translated by google) expensive, but effective. competent veterinarians and good advice.
offers a range of products for our little babies.

(original)
dispendieux, mais efficace. vétérinaires compétents(es) et de bons conseils.
offre une gamme de produits pour nos petits bébés.",5,4.762510454301478,5
"really enjoyed their services, especially their mini hotel for exotic animals, which is kinda unique in this city.",5,4.512829934441128,5
"(translated by google) great place for small animals. vet who seem to like what they do and who give good advice. i recommend the place

(original)
endroit super pour les petits animaux. vétérinaire qui ont l'air d'aimer ce qu'ils font et qui donnent de bons conseils. je recommande la place",5,4.6719721779041485,5
very caring service.  the pet is the patient. receptionist cares about the people and their pets.  knows by heart their names.  staff always have a smile and make the visit a pleasure.,5,4.51040102671425,5
friendly staff that give out a lot of information. the customer service i received was outstanding and i couldn't be happier.,5,4.434713752940785,5
very good and professional service!,5,4.89074564313244,5
"super friendly staff, very easy to get to and a great selection of thing to buy for your pet.",5,4.439253096218468,5
15 minutes for 105$ to administer oxygen to a dying budgie?,2,3.6270093476948664,5
best vet i've ever been to for any type of pet. i pick up my hedgehog today after she had a big surgery to remove her uterus that had a giant tumor. from the first phone call to make the appointment i was really happy. even on the phone …,5,4.106822503605326,5
i almost got robbed by them!,1,3.909661975757795,5
"excellent service. they called me 2 weeks after my appointment to know how my pet was doing, even if i went there for a minor problem only.",5,4.207880172502279,5
great place with compassionate and nice people. they charge what it's worth and will take the time to fully explain everything. sometimes the assistants are chatty but give you attention when you have a question or are signing in.,5,4.259959095913887,5
"i brought my new rescue bird here (a 23 year old dove) and he's doing so well now. he's a new bird. they taught me a lot about bird nutrition and gave me loads of sizeable food samples. they were empathetic to my financial situation, and …",4,4.3588127037795985,5
"not a good experience, brought my rabbit to spay and it did not survive anethesia and they charged me 500$ for it for unexplainable things. i am never going back there. don't bring your rabbit there.",1,4.185405651528593,5
"they dont care about the animals all they care about is $$$$$$$.
the take advantage of people's emotions towards their animal companion by charging you an arm and a leg for something that costs really nothing for them.
they also charge …",1,4.265842037662936,5
lot to see,5,4.041417316748943,5
a very friendly and patient doctor treated my guinea pig.,5,4.378357579940447,5
i highly recommend this place because at a time that i felt completely helpless in giving my ferret the operation he needed they were very kind and very reasonable money wise. i'm very glad i found this place and will go nowhere else from now on. you won't be disappointed! :),5,4.275490675082436,5
"(translated by google) friendly and very helpful staff! hyper interesting shop!

(original)
personnels chaleureux et tres serviable! boutique hyper interessante!",5,4.974635659859519,5
the service from the vet was impersonal (the receptionist was awesome however) and the health assessment they gave my pet was way off. i would not go back.,2,4.224757907346557,5
(translated by google) the service at all levels is excellent. it is possible to have an appointment very quickly and people are courteous. dr. sophie hebert saulnier is excellent. she took her time to explain to me what was happening with …,5,4.436441047085447,5
great team! warm atmosphere and very knowledgable staff. very impressed.,5,4.877215334552367,5
"i took my rabbit in before christmas because he wasn't passing any stools and i was extremely worried.
the staff were super friendly and made me feel super comfortable leaving him overnight. i was really impressed with how much they cared …",5,4.306597153140194,5
"warmly greeted, the wait time was short and the waiting room comfortable and filled with informative magazines about animals; the ambiance is soothing and aesthetically pleasing. the veterinarian was courteous and attentive to the emergency at hand and he was apt to help us even though our critter was small and uncommon.",5,4.415769654602492,5
"my darling rat and myself had the most wonderful experience at this vet. the service was friendly and professional, the diagnostic and medication were on-point, and they even called back to check-in a week after the appointment. strongly recommend this place :)",5,4.316006064783591,5
it's a ok-ish place but the staff who take your info have the personality of a houseplant...smiles are free.,2,4.374860535207348,5
"if you decide to take your pet to this clinic, make sure that you are present at all time so that you are aware of what they are doing behind closed doors and research your options before making any decision.
i do not recommend this clinic …",1,4.153478321084548,5
(translated by google) i really enjoyed my first visit to this veterinary clinic! dr. roy-corbin is very nice and it shows that she loves animals! my rabbit was very nervous and she was able to calm him down in just a few seconds. of course …,5,4.393029187170536,5
"the two veterinarians i have seen were freshly graduated,  lacked experience,  handled my birds with clumsiness,   came out with the wrong diagnosis, ran  irrelevant tests and made poor decisioms.  the quality,  experience and knowledge …",1,4.328498631404962,5
they always take such great care of my parrots. staff are very knowledgeable!!! they are always quick at answering all of my questions. a year ago i lost my first parrot they went over and beyond for her. they provide such great veterinary care!!! love the staff!!!,5,4.4571156586537555,5
"(translated by google) excellent clinic!

(original)
excellente clinique!",5,4.622618819469848,5
(translated by google) during my visits to this clinic i was always greeted with a smile and politeness. i've noticed many times that technicians take the time to explain to their clients the treatments to give to their birds to make sure …,5,4.24074066065419,5
(translated by google) i have been a client of this clinic for several years now. i have consulted with dr. danielle beaulieu in the past and now it is dr. sophie hébert who follows my parrots. i consult for routine examinations and some …,5,4.359837285665426,5
"(translated by google) excellent clinic for parrots

(original)
excellente clinique pour les perroquets",5,4.754780905352426,5
"(translated by google) for 15 years i have parrots, i have always been satisfied with this clinic. we have never refused to see my birds and the staff is really knowledgeable and courteous. i like it professionals who take the time to …",5,4.3621868883287105,5
"(translated by google) a few years ago, an accident occurred, a small turtle catherine broke a leg, a very bad open fracture, the life of the bird was at stake, i called the clinic and briefly described the accident, they agreed to receive …",5,4.143018239020547,5
"(translated by google) i am a client of this clinic since 2008, i have 8 parrots with some heavy cases (amputation of a wing, with serious sequel, old youyou of 32 years, cockatiel of 23 years) and i have always obtained satisfaction for my …",5,4.255018523231118,5
"(translated by google) veterinary center laval a thousand times better than exotic bird and animal hospital on sherbrooke street in montreal
here is my assessment, based on a total of 4 separate meetings: two at each of the two locations. …",1,4.3205198993224405,5
"my sister took my bird there yesterday since he was having problems breathing. after xrays the vet suspected he had fatty liver disease. they gave them 2 options further testing or injecting him with drugs (antifungal, antibiotic, pain …",1,3.9116977806686464,5
"friendly staff and a veterinarian who know how to handle a rabbit properly.

and for once, i was explained in details what was going on with my rabbit and why and what to do about it. they didn't just give me meds without explaining what …",5,4.239642739558244,5
